time_left,ct_health,t_health,ct_armor,ct_players_alive,t_players_alive,bomb_planted
74.29,494.0,415.0,492.0,5.0,5.0,0
54.29,464.0,321.0,481.0,5.0,5.0,0
34.29,322.0,231.0,392.0,4.0,4.0,0
14.29,194.0,67.0,192.0,2.0,3.0,0
174.95,500.0,500.0,192.0,5.0,5.0,0
114.95,500.0,500.0,492.0,5.0,5.0,0
94.95,500.0,500.0,492.0,5.0,5.0,0
74.95,500.0,500.0,492.0,5.0,5.0,0
54.95,500.0,500.0,492.0,5.0,5.0,0
34.95,500.0,500.0,492.0,5.0,5.0,0
14.95,342.0,300.0,367.0,4.0,3.0,0
28.77,200.0,179.0,192.0,2.0,2.0,1
174.95,500.0,500.0,0.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,200.0,333.0,200.0,2.0,4.0,0
35.38,126.0,333.0,200.0,2.0,4.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
172.66,500.0,500.0,300.0,5.0,5.0,0
112.66,500.0,500.0,400.0,5.0,5.0,0
92.66,346.0,200.0,268.0,4.0,2.0,0
174.96,500.0,500.0,268.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,417.0,500.0,5.0,5.0,0
74.96,424.0,328.0,478.0,5.0,5.0,0
54.96,324.0,328.0,378.0,4.0,5.0,0
37.45,324.0,228.0,378.0,4.0,4.0,1
17.45,124.0,119.0,178.0,2.0,3.0,1
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,400.0,500.0,0.0,4.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
156.66,500.0,500.0,500.0,5.0,5.0,0
96.66,500.0,474.0,500.0,5.0,5.0,0
76.66,400.0,402.0,399.0,4.0,5.0,0
56.66,400.0,402.0,399.0,4.0,5.0,0
36.66,200.0,28.0,200.0,2.0,1.0,0
16.66,200.0,28.0,200.0,2.0,1.0,0
174.96,500.0,500.0,100.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,365.0,400.0,400.0,4.0,4.0,0
74.96,365.0,400.0,400.0,4.0,4.0,0
54.96,300.0,300.0,300.0,3.0,3.0,0
174.97,500.0,500.0,0.0,5.0,5.0,0
114.97,500.0,500.0,500.0,5.0,5.0,0
94.97,300.0,455.0,300.0,3.0,5.0,0
74.97,100.0,320.0,100.0,1.0,4.0,0
28.15,100.0,320.0,100.0,1.0,4.0,1
8.15,100.0,220.0,100.0,1.0,3.0,1
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,0.0,5.0,5.0,0
94.96,500.0,400.0,0.0,5.0,4.0,0
74.96,500.0,400.0,0.0,5.0,4.0,0
54.96,500.0,400.0,0.0,5.0,4.0,0
39.45,366.0,400.0,0.0,4.0,4.0,1
19.45,200.0,364.0,0.0,2.0,4.0,1
174.97,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
168.73,500.0,500.0,400.0,5.0,5.0,0
108.73,500.0,500.0,500.0,5.0,5.0,0
88.73,500.0,400.0,500.0,5.0,4.0,0
68.73,500.0,379.0,500.0,5.0,4.0,0
48.73,464.0,358.0,500.0,5.0,4.0,0
28.73,464.0,358.0,500.0,5.0,4.0,0
8.73,100.0,170.0,100.0,1.0,3.0,0
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,300.0,5.0,5.0,0
94.96,500.0,456.0,300.0,5.0,5.0,0
74.96,300.0,405.0,200.0,3.0,5.0,0
54.96,300.0,405.0,200.0,3.0,5.0,0
34.96,100.0,267.0,100.0,1.0,4.0,0
20.98,100.0,267.0,100.0,1.0,4.0,1
0.98,100.0,267.0,100.0,1.0,4.0,1
174.96,500.0,500.0,99.0,5.0,5.0,0
114.96,500.0,500.0,499.0,5.0,5.0,0
94.96,300.0,312.0,299.0,3.0,4.0,0
74.96,300.0,312.0,299.0,3.0,4.0,0
54.96,300.0,300.0,299.0,3.0,3.0,0
34.96,300.0,200.0,299.0,3.0,2.0,0
14.96,273.0,105.0,299.0,3.0,2.0,0
174.96,500.0,500.0,299.0,5.0,5.0,0
114.96,500.0,500.0,499.0,5.0,5.0,0
94.96,500.0,500.0,499.0,5.0,5.0,0
74.96,500.0,500.0,499.0,5.0,5.0,0
54.96,500.0,500.0,499.0,5.0,5.0,0
34.96,500.0,500.0,499.0,5.0,5.0,0
14.96,400.0,100.0,400.0,4.0,1.0,0
174.96,500.0,500.0,400.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,500.0,500.0,5.0,5.0,0
74.96,500.0,500.0,500.0,5.0,5.0,0
54.96,500.0,500.0,500.0,5.0,5.0,0
34.96,500.0,500.0,500.0,5.0,5.0,0
36.1,200.0,271.0,200.0,2.0,4.0,1
16.1,200.0,271.0,200.0,2.0,4.0,1
174.97,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
168.51,500.0,500.0,400.0,5.0,5.0,0
108.51,500.0,500.0,500.0,5.0,5.0,0
88.51,191.0,167.0,198.0,2.0,3.0,0
68.51,100.0,167.0,100.0,1.0,3.0,0
174.97,500.0,500.0,0.0,5.0,5.0,0
114.97,500.0,500.0,300.0,5.0,5.0,0
94.97,300.0,197.0,100.0,3.0,2.0,0
74.97,200.0,140.0,100.0,2.0,2.0,0
54.97,100.0,68.0,100.0,1.0,2.0,0
174.97,500.0,500.0,0.0,5.0,5.0,0
114.97,500.0,500.0,500.0,5.0,5.0,0
94.97,400.0,350.0,400.0,4.0,4.0,0
74.97,313.0,281.0,400.0,4.0,3.0,0
54.97,313.0,281.0,400.0,4.0,3.0,0
34.97,300.0,281.0,300.0,3.0,3.0,0
6.88,71.0,0.0,100.0,1.0,0.0,1
174.96,500.0,500.0,100.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,500.0,500.0,5.0,5.0,0
74.96,500.0,500.0,500.0,5.0,5.0,0
54.96,300.0,500.0,300.0,3.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
155.06,500.0,500.0,300.0,5.0,5.0,0
95.06,390.0,479.0,294.0,4.0,5.0,0
75.06,162.0,364.0,89.0,2.0,4.0,0
174.97,500.0,500.0,0.0,5.0,5.0,0
114.97,500.0,500.0,500.0,5.0,5.0,0
94.97,462.0,500.0,496.0,5.0,5.0,0
74.97,462.0,500.0,496.0,5.0,5.0,0
54.97,462.0,500.0,496.0,5.0,5.0,0
34.97,100.0,202.0,100.0,1.0,3.0,0
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,0.0,5.0,5.0,0
94.96,500.0,500.0,0.0,5.0,5.0,0
74.96,300.0,338.0,0.0,3.0,5.0,0
32.12,100.0,187.0,0.0,1.0,4.0,1
12.12,100.0,187.0,0.0,1.0,4.0,1
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,491.0,500.0,500.0,5.0,5.0,0
74.96,219.0,200.0,287.0,3.0,2.0,0
54.96,217.0,194.0,286.0,3.0,2.0,0
37.06,100.0,13.0,100.0,1.0,1.0,1
174.96,500.0,500.0,100.0,5.0,5.0,0
114.96,500.0,500.0,400.0,5.0,5.0,0
94.96,500.0,499.0,500.0,5.0,5.0,0
74.96,500.0,499.0,500.0,5.0,5.0,0
34.66,164.0,486.0,198.0,2.0,5.0,1
14.66,164.0,486.0,198.0,2.0,5.0,1
174.97,500.0,500.0,198.0,5.0,5.0,0
114.97,500.0,500.0,198.0,5.0,5.0,0
94.97,466.0,486.0,198.0,5.0,5.0,0
74.97,381.0,386.0,198.0,5.0,4.0,0
54.97,219.0,164.0,98.0,4.0,2.0,0
174.96,500.0,500.0,98.0,5.0,5.0,0
114.96,500.0,500.0,498.0,5.0,5.0,0
94.96,500.0,482.0,498.0,5.0,5.0,0
74.96,500.0,452.0,498.0,5.0,5.0,0
54.96,400.0,322.0,400.0,4.0,4.0,0
39.55,225.0,131.0,300.0,3.0,3.0,1
19.55,125.0,131.0,200.0,2.0,3.0,1
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
158.25,500.0,500.0,500.0,5.0,5.0,0
98.25,500.0,471.0,500.0,5.0,5.0,0
58.25,500.0,471.0,500.0,5.0,5.0,0
38.25,500.0,471.0,500.0,5.0,5.0,0
36.43,300.0,302.0,300.0,3.0,4.0,1
16.43,200.0,202.0,200.0,2.0,3.0,1
174.96,500.0,500.0,195.0,5.0,5.0,0
114.96,500.0,500.0,495.0,5.0,5.0,0
94.96,500.0,400.0,495.0,5.0,4.0,0
174.97,500.0,500.0,395.0,5.0,5.0,0
114.97,500.0,500.0,495.0,5.0,5.0,0
94.97,500.0,500.0,495.0,5.0,5.0,0
74.97,500.0,489.0,495.0,5.0,5.0,0
38.29,200.0,325.0,200.0,2.0,4.0,1
18.29,200.0,325.0,200.0,2.0,4.0,1
174.96,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
173.56,500.0,500.0,200.0,5.0,5.0,0
113.56,500.0,500.0,400.0,5.0,5.0,0
93.56,500.0,500.0,400.0,5.0,5.0,0
73.56,500.0,500.0,400.0,5.0,5.0,0
53.56,495.0,400.0,400.0,5.0,4.0,0
33.56,345.0,284.0,300.0,4.0,3.0,0
13.56,195.0,102.0,100.0,2.0,2.0,0
20.3,66.0,100.0,0.0,1.0,1.0,1
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,100.0,5.0,5.0,0
94.96,400.0,430.0,100.0,4.0,5.0,0
74.96,300.0,330.0,100.0,3.0,4.0,0
54.96,300.0,330.0,100.0,3.0,4.0,0
30.46,200.0,330.0,0.0,2.0,4.0,1
10.46,200.0,330.0,0.0,2.0,4.0,1
174.97,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
173.25,500.0,500.0,400.0,5.0,5.0,0
113.25,500.0,500.0,500.0,5.0,5.0,0
93.25,500.0,500.0,500.0,5.0,5.0,0
73.25,400.0,173.0,400.0,4.0,2.0,0
53.25,400.0,173.0,400.0,4.0,2.0,0
33.25,300.0,73.0,300.0,3.0,1.0,0
13.25,200.0,6.0,200.0,2.0,1.0,0
174.97,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
158.91,500.0,500.0,500.0,5.0,5.0,0
98.91,500.0,500.0,500.0,5.0,5.0,0
78.91,400.0,429.0,400.0,4.0,5.0,0
58.91,200.0,296.0,200.0,2.0,4.0,0
27.62,200.0,296.0,200.0,2.0,4.0,1
7.62,200.0,296.0,200.0,2.0,4.0,1
174.96,500.0,500.0,88.0,5.0,5.0,0
175.0,500.0,500.0,88.0,5.0,5.0,0
172.94,500.0,500.0,288.0,5.0,5.0,0
112.94,500.0,500.0,488.0,5.0,5.0,0
92.94,500.0,500.0,488.0,5.0,5.0,0
72.94,400.0,500.0,400.0,4.0,5.0,0
52.94,300.0,300.0,300.0,3.0,3.0,0
32.94,100.0,300.0,100.0,1.0,3.0,0
12.94,100.0,300.0,100.0,1.0,3.0,0
174.94,500.0,500.0,0.0,5.0,5.0,0
114.94,500.0,500.0,300.0,5.0,5.0,0
94.94,289.0,54.0,193.0,3.0,1.0,0
174.94,500.0,500.0,193.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,500.0,500.0,5.0,5.0,0
74.96,437.0,500.0,482.0,5.0,5.0,0
54.96,412.0,400.0,474.0,5.0,4.0,0
34.96,412.0,300.0,474.0,5.0,3.0,0
174.95,500.0,500.0,460.0,5.0,5.0,0
114.95,500.0,500.0,460.0,5.0,5.0,0
94.95,485.0,491.0,460.0,5.0,5.0,0
74.95,485.0,491.0,460.0,5.0,5.0,0
54.95,485.0,491.0,460.0,5.0,5.0,0
34.95,385.0,367.0,378.0,4.0,4.0,0
14.95,219.0,91.0,266.0,3.0,1.0,0
174.94,500.0,500.0,266.0,5.0,5.0,0
114.95,500.0,500.0,466.0,5.0,5.0,0
94.95,500.0,437.0,466.0,5.0,5.0,0
74.95,400.0,400.0,392.0,4.0,4.0,0
54.95,300.0,400.0,300.0,3.0,4.0,0
34.95,300.0,400.0,300.0,3.0,4.0,0
14.95,300.0,400.0,300.0,3.0,4.0,0
23.95,300.0,400.0,300.0,3.0,4.0,1
3.95,300.0,400.0,300.0,3.0,4.0,1
174.95,500.0,500.0,293.0,5.0,5.0,0
114.95,500.0,500.0,493.0,5.0,5.0,0
94.95,497.0,470.0,491.0,5.0,5.0,0
74.95,497.0,463.0,491.0,5.0,5.0,0
54.95,463.0,412.0,485.0,5.0,5.0,0
34.95,363.0,362.0,385.0,4.0,5.0,0
14.95,271.0,285.0,293.0,3.0,4.0,0
174.94,500.0,500.0,0.0,5.0,5.0,0
114.95,500.0,500.0,100.0,5.0,5.0,0
94.95,380.0,430.0,190.0,5.0,5.0,0
74.95,380.0,430.0,190.0,5.0,5.0,0
54.95,380.0,330.0,190.0,5.0,4.0,0
34.95,136.0,181.0,90.0,2.0,3.0,0
174.94,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
171.03,500.0,500.0,500.0,5.0,5.0,0
111.03,500.0,500.0,500.0,5.0,5.0,0
91.03,400.0,325.0,400.0,4.0,4.0,0
71.03,362.0,300.0,396.0,4.0,3.0,0
33.43,289.0,200.0,387.0,4.0,2.0,1
13.43,148.0,0.0,280.0,3.0,0.0,1
174.94,500.0,500.0,280.0,5.0,5.0,0
114.96,500.0,500.0,480.0,5.0,5.0,0
94.96,480.0,424.0,480.0,5.0,5.0,0
74.96,380.0,424.0,393.0,4.0,5.0,0
54.96,184.0,315.0,200.0,2.0,5.0,0
23.83,184.0,315.0,200.0,2.0,5.0,1
3.83,184.0,315.0,200.0,2.0,5.0,1
174.95,500.0,500.0,200.0,5.0,5.0,0
114.95,500.0,500.0,200.0,5.0,5.0,0
94.95,400.0,500.0,100.0,4.0,5.0,0
175.0,500.0,400.0,0.0,5.0,4.0,0
175.0,500.0,400.0,0.0,5.0,4.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
155.69,500.0,500.0,500.0,5.0,5.0,0
95.69,476.0,400.0,500.0,5.0,4.0,0
75.69,476.0,400.0,500.0,5.0,4.0,0
55.69,476.0,400.0,500.0,5.0,4.0,0
35.69,322.0,156.0,392.0,4.0,2.0,0
174.94,500.0,500.0,300.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,300.0,461.0,300.0,3.0,5.0,0
74.95,300.0,461.0,300.0,3.0,5.0,0
27.47,300.0,453.0,300.0,3.0,5.0,1
7.47,300.0,453.0,300.0,3.0,5.0,1
174.95,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
170.28,500.0,500.0,400.0,5.0,5.0,0
110.28,500.0,500.0,500.0,5.0,5.0,0
90.28,500.0,500.0,500.0,5.0,5.0,0
70.28,500.0,500.0,500.0,5.0,5.0,0
50.28,100.0,50.0,100.0,1.0,1.0,0
28.91,100.0,50.0,100.0,1.0,1.0,1
8.91,100.0,50.0,100.0,1.0,1.0,1
174.94,500.0,500.0,96.0,5.0,5.0,0
114.95,500.0,500.0,496.0,5.0,5.0,0
94.95,300.0,190.0,296.0,3.0,3.0,0
31.52,200.0,90.0,196.0,2.0,2.0,1
11.52,100.0,36.0,96.0,1.0,2.0,1
174.94,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,300.0,5.0,5.0,0
94.96,416.0,430.0,300.0,5.0,5.0,0
74.96,200.0,259.0,200.0,2.0,4.0,0
54.96,100.0,259.0,100.0,1.0,4.0,0
34.96,100.0,159.0,100.0,1.0,3.0,0
37.62,73.0,59.0,96.0,1.0,2.0,1
174.94,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,398.0,361.0,484.0,5.0,4.0,0
37.73,286.0,361.0,300.0,3.0,4.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
165.58,500.0,500.0,300.0,5.0,5.0,0
105.58,500.0,500.0,400.0,5.0,5.0,0
85.58,496.0,425.0,397.0,5.0,5.0,0
29.31,300.0,170.0,200.0,3.0,2.0,1
9.31,182.0,0.0,189.0,2.0,0.0,1
174.94,500.0,500.0,189.0,5.0,5.0,0
114.95,500.0,500.0,489.0,5.0,5.0,0
94.95,500.0,500.0,489.0,5.0,5.0,0
74.95,500.0,249.0,489.0,5.0,4.0,0
54.95,326.0,70.0,385.0,4.0,1.0,0
174.94,500.0,500.0,385.0,5.0,5.0,0
114.95,500.0,500.0,485.0,5.0,5.0,0
94.95,500.0,499.0,485.0,5.0,5.0,0
74.95,500.0,499.0,485.0,5.0,5.0,0
54.95,300.0,100.0,289.0,3.0,1.0,0
174.94,500.0,500.0,289.0,5.0,5.0,0
114.95,500.0,500.0,496.0,5.0,5.0,0
94.95,500.0,500.0,496.0,5.0,5.0,0
74.95,500.0,500.0,496.0,5.0,5.0,0
54.95,500.0,500.0,496.0,5.0,5.0,0
174.94,500.0,500.0,395.0,5.0,5.0,0
114.95,500.0,500.0,495.0,5.0,5.0,0
94.95,494.0,500.0,491.0,5.0,5.0,0
74.95,367.0,217.0,387.0,4.0,3.0,0
54.95,367.0,200.0,387.0,4.0,2.0,0
39.2,273.0,200.0,289.0,3.0,2.0,1
19.2,116.0,100.0,180.0,2.0,1.0,1
174.94,500.0,500.0,180.0,5.0,5.0,0
114.95,500.0,500.0,480.0,5.0,5.0,0
94.95,500.0,491.0,480.0,5.0,5.0,0
74.95,449.0,374.0,471.0,5.0,4.0,0
54.95,449.0,274.0,471.0,5.0,3.0,0
34.95,449.0,76.0,471.0,5.0,1.0,0
174.94,500.0,500.0,471.0,5.0,5.0,0
175.0,500.0,500.0,471.0,5.0,5.0,0
167.29,500.0,500.0,471.0,5.0,5.0,0
107.29,500.0,500.0,471.0,5.0,5.0,0
87.29,200.0,11.0,191.0,2.0,1.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.91,500.0,500.0,400.0,5.0,5.0,0
94.91,491.0,500.0,400.0,5.0,5.0,0
74.91,180.0,12.0,193.0,2.0,1.0,0
174.91,500.0,500.0,193.0,5.0,5.0,0
114.91,500.0,500.0,500.0,5.0,5.0,0
94.91,400.0,483.0,400.0,4.0,5.0,0
74.91,100.0,308.0,100.0,1.0,4.0,0
54.91,100.0,308.0,100.0,1.0,4.0,0
29.13,100.0,308.0,100.0,1.0,4.0,1
9.13,100.0,308.0,100.0,1.0,4.0,1
174.91,500.0,500.0,99.0,5.0,5.0,0
114.9,500.0,500.0,99.0,5.0,5.0,0
94.9,500.0,500.0,99.0,5.0,5.0,0
74.9,500.0,500.0,99.0,5.0,5.0,0
54.9,300.0,113.0,0.0,3.0,2.0,0
34.9,300.0,113.0,0.0,3.0,2.0,0
14.9,200.0,14.0,0.0,2.0,1.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
158.95,500.0,500.0,500.0,5.0,5.0,0
98.95,500.0,500.0,500.0,5.0,5.0,0
78.95,500.0,499.0,500.0,5.0,5.0,0
58.95,473.0,452.0,496.0,5.0,5.0,0
33.85,104.0,306.0,189.0,2.0,4.0,1
13.85,4.0,306.0,89.0,1.0,4.0,1
175.0,500.0,500.0,89.0,5.0,5.0,0
164.46,500.0,500.0,89.0,5.0,5.0,0
84.49,399.0,355.0,200.0,4.0,4.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.91,500.0,500.0,0.0,5.0,5.0,0
94.91,500.0,500.0,0.0,5.0,5.0,0
74.91,305.0,400.0,0.0,4.0,4.0,0
54.91,200.0,347.0,0.0,2.0,4.0,0
26.65,168.0,336.0,0.0,2.0,4.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.91,500.0,500.0,400.0,5.0,5.0,0
94.91,400.0,384.0,300.0,4.0,4.0,0
74.91,300.0,184.0,200.0,3.0,2.0,0
54.91,300.0,84.0,200.0,3.0,1.0,0
174.91,500.0,500.0,200.0,5.0,5.0,0
114.91,500.0,500.0,500.0,5.0,5.0,0
94.91,500.0,381.0,500.0,5.0,5.0,0
74.91,400.0,351.0,400.0,4.0,5.0,0
54.91,300.0,351.0,300.0,3.0,5.0,0
34.91,200.0,158.0,200.0,2.0,2.0,0
174.91,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
168.26,500.0,500.0,500.0,5.0,5.0,0
108.26,500.0,500.0,500.0,5.0,5.0,0
88.26,500.0,260.0,500.0,5.0,4.0,0
68.26,500.0,260.0,500.0,5.0,4.0,0
48.27,347.0,71.0,395.0,4.0,1.0,0
28.27,347.0,71.0,395.0,4.0,1.0,0
174.91,500.0,500.0,395.0,5.0,5.0,0
114.91,500.0,500.0,495.0,5.0,5.0,0
94.91,491.0,497.0,494.0,5.0,5.0,0
74.91,391.0,294.0,395.0,4.0,3.0,0
54.91,391.0,100.0,395.0,4.0,1.0,0
34.91,300.0,93.0,295.0,3.0,1.0,0
174.91,500.0,500.0,295.0,5.0,5.0,0
114.91,500.0,500.0,495.0,5.0,5.0,0
94.91,400.0,457.0,395.0,4.0,5.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.91,500.0,500.0,500.0,5.0,5.0,0
94.91,500.0,500.0,500.0,5.0,5.0,0
74.91,393.0,188.0,400.0,4.0,2.0,0
54.91,293.0,188.0,300.0,3.0,2.0,0
34.91,293.0,188.0,300.0,3.0,2.0,0
174.91,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,500.0,5.0,5.0,0
172.56,500.0,500.0,500.0,5.0,5.0,0
112.56,500.0,500.0,500.0,5.0,5.0,0
92.56,397.0,500.0,460.0,5.0,5.0,0
72.57,397.0,301.0,460.0,5.0,4.0,0
174.91,500.0,500.0,448.0,5.0,5.0,0
114.92,500.0,500.0,448.0,5.0,5.0,0
94.92,420.0,315.0,444.0,5.0,4.0,0
74.92,320.0,228.0,356.0,4.0,3.0,0
54.92,320.0,228.0,356.0,4.0,3.0,0
34.92,320.0,128.0,356.0,4.0,2.0,0
174.91,500.0,500.0,355.0,5.0,5.0,0
114.91,500.0,500.0,479.0,5.0,5.0,0
94.91,474.0,297.0,475.0,5.0,3.0,0
74.91,374.0,60.0,375.0,4.0,1.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
173.31,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
174.4,500.0,500.0,300.0,5.0,5.0,0
114.4,500.0,500.0,400.0,5.0,5.0,0
94.4,500.0,500.0,400.0,5.0,5.0,0
74.4,500.0,490.0,400.0,5.0,5.0,0
54.4,361.0,38.0,371.0,5.0,1.0,0
174.91,500.0,500.0,371.0,5.0,5.0,0
114.91,500.0,500.0,490.0,5.0,5.0,0
94.91,500.0,309.0,490.0,5.0,4.0,0
174.91,500.0,500.0,490.0,5.0,5.0,0
114.91,500.0,500.0,490.0,5.0,5.0,0
94.91,490.0,500.0,489.0,5.0,5.0,0
74.91,461.0,481.0,489.0,5.0,5.0,0
54.91,461.0,480.0,489.0,5.0,5.0,0
34.91,461.0,480.0,489.0,5.0,5.0,0
14.91,206.0,215.0,300.0,3.0,3.0,0
27.73,74.0,174.0,96.0,1.0,3.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.91,500.0,500.0,400.0,5.0,5.0,0
94.91,400.0,344.0,300.0,4.0,4.0,0
174.91,500.0,500.0,300.0,5.0,5.0,0
114.91,500.0,500.0,500.0,5.0,5.0,0
94.91,408.0,497.0,473.0,5.0,5.0,0
74.91,408.0,497.0,473.0,5.0,5.0,0
54.94,408.0,497.0,473.0,5.0,5.0,0
34.94,408.0,491.0,473.0,5.0,5.0,0
14.94,408.0,107.0,473.0,5.0,2.0,0
175.0,500.0,500.0,467.0,5.0,5.0,0
175.0,500.0,500.0,467.0,5.0,5.0,0
164.9,500.0,500.0,467.0,5.0,5.0,0
104.9,500.0,500.0,467.0,5.0,5.0,0
84.9,436.0,500.0,467.0,5.0,5.0,0
64.91,392.0,300.0,366.0,4.0,3.0,0
44.91,292.0,200.0,293.0,3.0,2.0,0
26.91,234.0,0.0,293.0,3.0,0.0,1
174.91,500.0,500.0,293.0,5.0,5.0,0
114.91,500.0,500.0,493.0,5.0,5.0,0
94.91,473.0,476.0,488.0,5.0,5.0,0
74.91,200.0,297.0,200.0,2.0,4.0,0
54.91,200.0,238.0,200.0,2.0,4.0,0
39.09,174.0,238.0,196.0,2.0,4.0,1
19.09,100.0,232.0,100.0,1.0,3.0,1
174.91,500.0,500.0,93.0,5.0,5.0,0
114.89,500.0,500.0,493.0,5.0,5.0,0
94.9,500.0,400.0,493.0,5.0,4.0,0
74.9,500.0,400.0,493.0,5.0,4.0,0
